text,label
"дежурный доктор Данилевский говорил обрывками, толком ничего не разъяснил, и это стало полной неожиданностью для всех присутствующих",2
"стоматолог по ошибке провел не ту манипуляцию, которая была назначена, о чем никто не предупредил заранее",3
"врач-гинеколог Уланов перепутал данные из моей карты с чужими, что было довольно неожиданно",2
"доктор Есипова перепутал результаты анализов, что привело к неверному лечению, хотя запись была заранее",3
"главный врач Рогова говорил обрывками, толком ничего не разъяснил, хотя формально это входило в обязанности персонала",2
Отношение к пожилым пациентам в дневной стационар действительно уважительное,1
"Персонал детская поликлиника проявил терпение, хотя вопросов у меня было немало",1
"Обещанного звонка с результатами так и не последовало, хотя формально это входило в обязанности персонала",2
окулист Терехова перепутал данные из моей карты с чужими,2
"невропатолог Журавлев провел осмотр внимательно и без спешки, хотя запись была заранее",1
"фельдшер скорой помощи назначил обследование, не уточнив, есть ли в этом необходимость, что было довольно неожиданно",2
"В станцию скорой помощи забыли внести меня в список записанных на прием, о чем никто не предупредил заранее",2
"акушерка проигнорировал результаты, указывающие на серьезную угрозу здоровью, что было довольно неожиданно",3
"В поликлинику наконец нашли время подробно ответить на все мои вопросы, несмотря на предварительный звонок",1
"Отношение к пожилым пациентам в диагностическую лабораторию действительно уважительное, как и в прошлый раз",1
"хирург проигнорировал результаты, указывающие на серьезную угрозу здоровью, как и в прошлый раз",3
"В процедурный кабинет пациенту стало плохо, а вызов дежурного врача задержался на долгое время, хотя формально это входило в обязанности персонала",3
"Ребенку отказали в срочной помощи, что привело к ухудшению состояния, хотя формально это входило в обязанности персонала",3
"В неврологический кабинет перепутали медицинские карты двух пациентов, о чем никто не предупредил заранее",3
"акушерка Оськина перепутал результаты анализов, что привело к неверному лечению, несмотря на предварительный звонок",3
"В офтальмологический кабинет пациенту стало плохо, а вызов дежурного врача задержался на долгое время",3
"В травмпункт перепутали медицинские карты двух пациентов, и это стало полной неожиданностью для всех присутствующих",3
"В женская консультация пациенту стало плохо, а вызов дежурного врача задержался на долгое время, как и в прошлый раз",3
"Персонал приемный покой не торопился реагировать на вопросы пациентов, и это стало полной неожиданностью для всех присутствующих",2
"В дневной стационар перепутали медицинские карты двух пациентов, как и в прошлый раз",3
"реаниматолог Сафронов перепутал данные из моей карты с чужими, хотя запись была заранее",2
"В зале ожидания онкологический диспансер было тесно и душно почти весь день, и это стало полной неожиданностью для всех присутствующих",2
"педиатр проигнорировал результаты, указывающие на серьезную угрозу здоровью",3
Персонал кардиологический центр не торопился реагировать на вопросы пациентов,2
"В стоматологическая клиника перепутали направление, пришлось разбираться на месте, как и в прошлый раз",2
акушерка Novikov провел осмотр внимательно и без спешки,1
"Персонал женская консультация проявил терпение, хотя вопросов у меня было немало, и это стало полной неожиданностью для всех присутствующих",1
"главный врач проигнорировал результаты, указывающие на серьезную угрозу здоровью, как и в прошлый раз",3
"Прием у медбрат Данилевский прошел лучше, чем я ожидал, что было довольно неожиданно",1
"Прием у окулист Королева прошел лучше, чем я ожидал, и это стало полной неожиданностью для всех присутствующих",1
"Хорошо организованная запись позволила не терять время в очереди, несмотря на предварительный звонок",1
"Персонал травмпункт проявил заботу, которой я честно не ожидал, несмотря на предварительный звонок",1
"хирург Сафронов не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"В эндокринологический центр перепутали медицинские карты двух пациентов, что было довольно неожиданно",3
"После лечения в поликлинику самочувствие заметно улучшилось уже через неделю, хотя формально это входило в обязанности персонала",1
В зале ожидания детская поликлиника было тесно и душно почти весь день,2
"Атмосфера в дневной стационар спокойная, персонал не создает лишней суеты, и это стало полной неожиданностью для всех присутствующих",1
"средний медперсонал Королева не отреагировал вовремя на жалобы, состояние резко ухудшилось, о чем никто не предупредил заранее",3
"педиатр Рогова говорил обрывками, толком ничего не разъяснил",2
"санитарка Игнатов сам перезвонил, чтобы уточнить, как прошло восстановление, несмотря на предварительный звонок",1
"доктор Рогова перепутал результаты анализов, что привело к неверному лечению",3
"Атмосфера в родильное отделение спокойная, персонал не создает лишней суеты, как и в прошлый раз",1
"медбрат Терехова говорил обрывками, толком ничего не разъяснил",2
"Врач Терехова нашёл подход даже к капризному ребёнку, за что низкий поклон, хотя формально это входило в обязанности персонала",1
"медицинская сестра Харитонов не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"После процедуры в диагностическую лабораторию началось сильное ухудшение состояния, о чем никто не предупредил заранее",3
"заведующий отделением Зимина не отреагировал вовремя на жалобы, состояние резко ухудшилось, как и в прошлый раз",3
"заведующий отделением Журавлев перепутал результаты анализов, что привело к неверному лечению, о чем никто не предупредил заранее",3
"В ЛОР-кабинет забыли внести меня в список записанных на прием, как и в прошлый раз",2
"В урологическое отделение не хватило необходимых расходных материалов при экстренной ситуации, и это стало полной неожиданностью для всех присутствующих",3
"стоматолог Рогова перепутал результаты анализов, что привело к неверному лечению, хотя формально это входило в обязанности персонала",3
"медицинская сестра Харитонов перепутал результаты анализов, что привело к неверному лечению, о чем никто не предупредил заранее",3
"В станцию скорой помощи перепутали медицинские карты двух пациентов, и это стало полной неожиданностью для всех присутствующих",3
"Персонал родильное отделение не торопился реагировать на вопросы пациентов, о чем никто не предупредил заранее",2
"дежурный доктор Сафронов перепутал результаты анализов, что привело к неверному лечению, и это стало полной неожиданностью для всех присутствующих",3
"реаниматолог Есипова не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"дежурный доктор держался отстраненно, будто вопросы пациента ему мешают, и это стало полной неожиданностью для всех присутствующих",2
"врач-гинеколог посоветовал недорогой, но эффективный вариант лечения, хотя формально это входило в обязанности персонала",1
"лечащий врач Харитонов не отреагировал вовремя на жалобы, состояние резко ухудшилось, и это стало полной неожиданностью для всех присутствующих",3
"санитарка Уланов перепутал результаты анализов, что привело к неверному лечению, как и в прошлый раз",3
"В диагностическую лабораторию произошел серьезный технический сбой оборудования во время процедуры, что было довольно неожиданно",3
педиатр Митрофанова провел осмотр внимательно и без спешки,1
"средний медперсонал назначил обследование, не уточнив, есть ли в этом необходимость, как и в прошлый раз",2
Отношение к пожилым пациентам в ЛОР-кабинет действительно уважительное,1
"хирург назначил обследование, не уточнив, есть ли в этом необходимость, хотя формально это входило в обязанности персонала",2
"Прием у стоматолог Журавлев прошел лучше, чем я ожидал, о чем никто не предупредил заранее",1
"медбрат по ошибке провел не ту манипуляцию, которая была назначена, что было довольно неожиданно",3
"лечащий врач Королева не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"средний медперсонал Фомичева не отреагировал вовремя на жалобы, состояние резко ухудшилось, как и в прошлый раз",3
"реаниматолог Журавлев говорил обрывками, толком ничего не разъяснил, хотя формально это входило в обязанности персонала",2
"медбрат Митрофанова говорил обрывками, толком ничего не разъяснил, что было довольно неожиданно",2
"После лечения в онкологический диспансер самочувствие заметно улучшилось уже через неделю, как и в прошлый раз",1
"реаниматолог Уланов не отреагировал вовремя на жалобы, состояние резко ухудшилось, хотя запись была заранее",3
"Ребенку отказали в срочной помощи, что привело к ухудшению состояния, как и в прошлый раз",3
"Атмосфера в инфекционную больницу спокойная, персонал не создает лишней суеты, что было довольно неожиданно",1
"Понравилось, что акушерка не назначил лишних анализов, а сразу перешел к делу, хотя запись была заранее",1
"фельдшер скорой помощи Королева перепутал данные из моей карты с чужими, как и в прошлый раз",2
"реаниматолог Сафронов не отреагировал вовремя на жалобы, состояние резко ухудшилось, хотя запись была заранее",3
"После процедуры в хирургическое отделение началось сильное ухудшение состояния, несмотря на предварительный звонок",3
"заведующий отделением Журавлев перепутал результаты анализов, что привело к неверному лечению, что было довольно неожиданно",3
"В травмпункт забыли внести меня в список записанных на прием, хотя формально это входило в обязанности персонала",2
врач-гинеколог Терехова перепутал данные из моей карты с чужими,2
"окулист Митрофанова провел осмотр внимательно и без спешки, о чем никто не предупредил заранее",1
"В зале ожидания терапевтическое отделение было тесно и душно почти весь день, как и в прошлый раз",2
"Прием у стоматолог Данилевский прошел лучше, чем я ожидал, и это стало полной неожиданностью для всех присутствующих",1
"В поликлинику произошел серьезный технический сбой оборудования во время процедуры, что было довольно неожиданно",3
"Персонал процедурный кабинет проявил заботу, которой я честно не ожидал, как и в прошлый раз",1
В детское отделение наконец нашли время подробно ответить на все мои вопросы,1
"В станцию скорой помощи перепутали медицинские карты двух пациентов, хотя формально это входило в обязанности персонала",3
"стоматолог Игнатов говорил обрывками, толком ничего не разъяснил, что было довольно неожиданно",2
"В кардиологический центр произошел серьезный технический сбой оборудования во время процедуры, как и в прошлый раз",3
"фельдшер скорой помощи проигнорировал результаты, указывающие на серьезную угрозу здоровью, как и в прошлый раз",3
"В станцию скорой помощи предложили альтернативу без лишних затрат, за что отдельное спасибо, и это стало полной неожиданностью для всех присутствующих",1
"лечащий врач Оськина говорил обрывками, толком ничего не разъяснил",2
"В стационар пациенту стало плохо, а вызов дежурного врача задержался на долгое время, что было довольно неожиданно",3
"Прием у невропатолог Оськина прошел лучше, чем я ожидал, и это стало полной неожиданностью для всех присутствующих",1
участковый терапевт Игнатов перепутал данные из моей карты с чужими,2
"лечащий врач Novikov перепутал данные из моей карты с чужими, о чем никто не предупредил заранее",2
"В инфекционную больницу забыли внести меня в список записанных на прием, и это стало полной неожиданностью для всех присутствующих",2
"невропатолог посоветовал недорогой, но эффективный вариант лечения, что было довольно неожиданно",1
"невропатолог Терехова провел осмотр внимательно и без спешки, что было довольно неожиданно",1
"Задержка с операцией привела к необратимым последствиям для пациента, хотя формально это входило в обязанности персонала",3
"В стоматологическая клиника не хватило необходимых расходных материалов при экстренной ситуации, о чем никто не предупредил заранее",3
"В процедурный кабинет наконец нашли время подробно ответить на все мои вопросы, что было довольно неожиданно",1
"В процедурный кабинет забыли внести меня в список записанных на прием, как и в прошлый раз",2
"В приемный покой наконец нашли время подробно ответить на все мои вопросы, что было довольно неожиданно",1
"санитарка Харитонов перепутал данные из моей карты с чужими, хотя формально это входило в обязанности персонала",2
"главный врач Харитонов перепутал результаты анализов, что привело к неверному лечению, что было довольно неожиданно",3
"хирург Рогова провел осмотр внимательно и без спешки, о чем никто не предупредил заранее",1
"окулист Зимина провел осмотр внимательно и без спешки, хотя формально это входило в обязанности персонала",1
"Врач Ветрова нашёл подход даже к капризному ребёнку, за что низкий поклон, несмотря на предварительный звонок",1
"В диагностическую лабораторию было очень шумно, сложно было расслышать рекомендации врача, и это стало полной неожиданностью для всех присутствующих",2
"Персонал реанимационное отделение проявил заботу, которой я честно не ожидал, что было довольно неожиданно",1
"В кабинет физиотерапии наконец нашли время подробно ответить на все мои вопросы, что было довольно неожиданно",1
"медицинская сестра по ошибке провел не ту манипуляцию, которая была назначена, и это стало полной неожиданностью для всех присутствующих",3
"окулист Данилевский не отреагировал вовремя на жалобы, состояние резко ухудшилось, как и в прошлый раз",3
"Атмосфера в процедурный кабинет спокойная, персонал не создает лишней суеты, что было довольно неожиданно",1
"В приемное отделение закончился нужный расходный материал в самый неподходящий момент, хотя формально это входило в обязанности персонала",2
"врач-анестезиолог Щукина говорил обрывками, толком ничего не разъяснил, как и в прошлый раз",2
"лечащий врач держался отстраненно, будто вопросы пациента ему мешают",2
"Атмосфера в приемное отделение спокойная, персонал не создает лишней суеты, что было довольно неожиданно",1
"средний медперсонал держался отстраненно, будто вопросы пациента ему мешают, как и в прошлый раз",2
"После консультации стало гораздо понятнее, что делать дальше, хотя формально это входило в обязанности персонала",1
"педиатр по ошибке провел не ту манипуляцию, которая была назначена, что было довольно неожиданно",3
"Понравилось, что заведующий отделением не назначил лишних анализов, а сразу перешел к делу, о чем никто не предупредил заранее",1
"Прием у хирург Королева прошел лучше, чем я ожидал, и это стало полной неожиданностью для всех присутствующих",1
"медбрат Ветрова сам перезвонил, чтобы уточнить, как прошло восстановление",1
"акушерка Фомичева провел осмотр внимательно и без спешки, как и в прошлый раз",1
"Персонал реанимационное отделение не торопился реагировать на вопросы пациентов, хотя формально это входило в обязанности персонала",2
"Атмосфера в ЛОР-кабинет спокойная, персонал не создает лишней суеты",1
"врач-гинеколог посоветовал недорогой, но эффективный вариант лечения, несмотря на предварительный звонок",1
"В зале ожидания травмпункт было тесно и душно почти весь день, хотя формально это входило в обязанности персонала",2
"доктор Щукина не уточнил про противопоказания перед назначением, и это стало полной неожиданностью для всех присутствующих",2
"В кабинет физиотерапии забыли внести меня в список записанных на прием, как и в прошлый раз",2
врач-анестезиолог Терехова не уточнил про противопоказания перед назначением,2
"фельдшер скорой помощи Рогова перепутал результаты анализов, что привело к неверному лечению, как и в прошлый раз",3
участковый терапевт Пахомов провел осмотр внимательно и без спешки,1
"Понравилось, что реаниматолог не назначил лишних анализов, а сразу перешел к делу, о чем никто не предупредил заранее",1
"лечащий врач Фомичева не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"Атмосфера в эндокринологический центр спокойная, персонал не создает лишней суеты, хотя запись была заранее",1
"медицинская сестра Рогова не отреагировал вовремя на жалобы, состояние резко ухудшилось, что было довольно неожиданно",3
"В зале ожидания инфекционную больницу было тесно и душно почти весь день, о чем никто не предупредил заранее",2
"Врач Терехова нашёл подход даже к капризному ребёнку, за что низкий поклон, несмотря на предварительный звонок",1
"участковый терапевт Novikov не отреагировал вовремя на жалобы, состояние резко ухудшилось, о чем никто не предупредил заранее",3
"заведующий отделением Ветрова говорил обрывками, толком ничего не разъяснил, как и в прошлый раз",2
"санитарка проигнорировал результаты, указывающие на серьезную угрозу здоровью, и это стало полной неожиданностью для всех присутствующих",3
"Прием у педиатр Щукина прошел лучше, чем я ожидал",1
"медбрат Харитонов перепутал данные из моей карты с чужими, что было довольно неожиданно",2
"реаниматолог Королева не отреагировал вовремя на жалобы, состояние резко ухудшилось, несмотря на предварительный звонок",3
"Персонал инфекционную больницу проявил терпение, хотя вопросов у меня было немало, как и в прошлый раз",1
"В неврологический кабинет забыли внести меня в список записанных на прием, как и в прошлый раз",2
"В реанимационное отделение пациенту стало плохо, а вызов дежурного врача задержался на долгое время, хотя запись была заранее",3
"В терапевтическое отделение было очень шумно, сложно было расслышать рекомендации врача",2
"В терапевтическое отделение было очень шумно, сложно было расслышать рекомендации врача, что было довольно неожиданно",2
"Неверно назначенное лечение спровоцировало резкое ухудшение здоровья, хотя запись была заранее",3
В стационар закончился нужный расходный материал в самый неподходящий момент,2
"заведующий отделением посоветовал недорогой, но эффективный вариант лечения, хотя формально это входило в обязанности персонала",1
"В неврологический кабинет предложили альтернативу без лишних затрат, за что отдельное спасибо, и это стало полной неожиданностью для всех присутствующих",1
"Прием у реаниматолог Журавлев прошел лучше, чем я ожидал, что было довольно неожиданно",1
"В зале ожидания реанимационное отделение было тесно и душно почти весь день, несмотря на предварительный звонок",2
В зале ожидания ЛОР-кабинет было тесно и душно почти весь день,2
"В стационар не хватило необходимых расходных материалов при экстренной ситуации, и это стало полной неожиданностью для всех присутствующих",3
В станцию скорой помощи не хватило необходимых расходных материалов при экстренной ситуации,3
"В хирургию наконец нашли время подробно ответить на все мои вопросы, и это стало полной неожиданностью для всех присутствующих",1
"главный врач Королева не отреагировал вовремя на жалобы, состояние резко ухудшилось, хотя формально это входило в обязанности персонала",3
В урологическое отделение закончился нужный расходный материал в самый неподходящий момент,2
"После лечения в терапевтическое отделение самочувствие заметно улучшилось уже через неделю, о чем никто не предупредил заранее",1
"участковый терапевт Есипова перепутал результаты анализов, что привело к неверному лечению, как и в прошлый раз",3
"медбрат Щукина не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"В кабинет физиотерапии не хватило необходимых расходных материалов при экстренной ситуации, что было довольно неожиданно",3
"В урологическое отделение перепутали направление, пришлось разбираться на месте, несмотря на предварительный звонок",2
"В женская консультация перепутали направление, пришлось разбираться на месте, как и в прошлый раз",2
"В урологическое отделение перепутали медицинские карты двух пациентов, и это стало полной неожиданностью для всех присутствующих",3
"хирург Журавлев говорил обрывками, толком ничего не разъяснил",2
"В ЛОР-кабинет произошел серьезный технический сбой оборудования во время процедуры, несмотря на предварительный звонок",3
"В детское отделение закончился нужный расходный материал в самый неподходящий момент, хотя формально это входило в обязанности персонала",2
"В зале ожидания диагностическую лабораторию было тесно и душно почти весь день, что было довольно неожиданно",2
"В детское отделение произошел серьезный технический сбой оборудования во время процедуры, как и в прошлый раз",3
"реаниматолог Рогова сам перезвонил, чтобы уточнить, как прошло восстановление, что было довольно неожиданно",1
медбрат Игнатов перепутал данные из моей карты с чужими,2
"участковый терапевт Сафронов перепутал данные из моей карты с чужими, и это стало полной неожиданностью для всех присутствующих",2
В зале ожидания приемный покой было тесно и душно почти весь день,2
"После лечения в приемный покой самочувствие заметно улучшилось уже через неделю, что было довольно неожиданно",1
"дежурный доктор посоветовал недорогой, но эффективный вариант лечения",1
"участковый терапевт Харитонов сам перезвонил, чтобы уточнить, как прошло восстановление, как и в прошлый раз",1
"Врач Ветрова нашёл подход даже к капризному ребёнку, за что низкий поклон, что было довольно неожиданно",1
"дежурный доктор держался отстраненно, будто вопросы пациента ему мешают, несмотря на предварительный звонок",2
"педиатр Щукина перепутал данные из моей карты с чужими, о чем никто не предупредил заранее",2
"В хирургическое отделение пациенту стало плохо, а вызов дежурного врача задержался на долгое время, о чем никто не предупредил заранее",3
"невропатолог Данилевский говорил обрывками, толком ничего не разъяснил, и это стало полной неожиданностью для всех присутствующих",2
"врач-анестезиолог Абрамов перепутал данные из моей карты с чужими, как и в прошлый раз",2
"Персонал кардиологический центр не торопился реагировать на вопросы пациентов, несмотря на предварительный звонок",2
"врач-гинеколог Харитонов перепутал результаты анализов, что привело к неверному лечению, как и в прошлый раз",3
"В станцию скорой помощи пациенту стало плохо, а вызов дежурного врача задержался на долгое время, о чем никто не предупредил заранее",3
"окулист Лисицын перепутал результаты анализов, что привело к неверному лечению, и это стало полной неожиданностью для всех присутствующих",3
заведующий отделением Оськина не уточнил про противопоказания перед назначением,2
"Прием у медбрат Абрамов прошел лучше, чем я ожидал, несмотря на предварительный звонок",1
"акушерка Лисицын провел осмотр внимательно и без спешки, как и в прошлый раз",1
"врач-гинеколог Журавлев перепутал результаты анализов, что привело к неверному лечению",3
"фельдшер скорой помощи Лисицын перепутал результаты анализов, что привело к неверному лечению, хотя запись была заранее",3
"В стоматологическая клиника закончился нужный расходный материал в самый неподходящий момент, о чем никто не предупредил заранее",2
"В регистратуру перепутали направление, пришлось разбираться на месте, о чем никто не предупредил заранее",2
"Прием у педиатр Абрамов прошел лучше, чем я ожидал, как и в прошлый раз",1
"окулист держался отстраненно, будто вопросы пациента ему мешают, хотя запись была заранее",2
"участковый терапевт Игнатов провел осмотр внимательно и без спешки, несмотря на предварительный звонок",1
"В онкологический диспансер было очень шумно, сложно было расслышать рекомендации врача",2
"стоматолог Сафронов перепутал данные из моей карты с чужими, о чем никто не предупредил заранее",2
"участковый терапевт Рогова не отреагировал вовремя на жалобы, состояние резко ухудшилось, хотя запись была заранее",3
"медбрат держался отстраненно, будто вопросы пациента ему мешают, несмотря на предварительный звонок",2
"медбрат по ошибке провел не ту манипуляцию, которая была назначена, несмотря на предварительный звонок",3
"участковый терапевт Есипова перепутал результаты анализов, что привело к неверному лечению, несмотря на предварительный звонок",3
"Атмосфера в терапевтическое отделение спокойная, персонал не создает лишней суеты, несмотря на предварительный звонок",1
"В ЛОР-кабинет пациенту стало плохо, а вызов дежурного врача задержался на долгое время, о чем никто не предупредил заранее",3
"В инфекционную больницу не хватило необходимых расходных материалов при экстренной ситуации, что было довольно неожиданно",3
"главный врач Терехова не отреагировал вовремя на жалобы, состояние резко ухудшилось, что было довольно неожиданно",3
"В зале ожидания кардиологический центр было тесно и душно почти весь день, хотя формально это входило в обязанности персонала",2
"В хирургию наконец нашли время подробно ответить на все мои вопросы, как и в прошлый раз",1
"После процедуры в инфекционную больницу началось сильное ухудшение состояния, как и в прошлый раз",3
"дежурный доктор Лисицын говорил обрывками, толком ничего не разъяснил",2
"Персонал онкологический диспансер проявил терпение, хотя вопросов у меня было немало",1
"лечащий врач по ошибке провел не ту манипуляцию, которая была назначена, и это стало полной неожиданностью для всех присутствующих",3
"невропатолог Novikov перепутал данные из моей карты с чужими, как и в прошлый раз",2
"средний медперсонал Зимина перепутал результаты анализов, что привело к неверному лечению, что было довольно неожиданно",3
